Model Year	Mfr Name	Division	Region	Carline	Verify Mfr Cd	Eng Displ	# Cyl	Transmission	City FE (Guide) - Conventional Fuel	Hwy FE (Guide) - Conventional Fuel	Comb FE (Guide) - Conventional Fuel	City Unadj FE - Conventional Fuel	Hwy Unadj FE - Conventional Fuel	Comb Unadj FE - Conventional Fuel	City Unrd Adj FE - Conventional Fuel	Hwy Unrd Adj FE - Conventional Fuel	Comb Unrd Adj FE - Conventional Fuel	Trans	Trans Desc	# Gears	Lockup Torque Converter	Trans Creeper Gear	Drive Sys	Drive Desc	Fuel Usage  - Conventional Fuel	Annual Fuel1 Cost - Conventional Fuel	EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify.	Descriptor - Model Type (40 Char or less)	Intake Valves Per Cyl	Exhaust Valves Per Cyl	Carline Class	Carline Class Desc	Class	Car/Truck Category - Cash for Clunkers Bill.	MFR Calculated Gas Guzzler MPG	City CO2 Rounded Adjusted	Hwy CO2 Rounded Adjusted	Comb CO2 Rounded Adjusted (as shown on FE Label)
2021	Jaguar Land Rover L	Jaguar	Europe	F-TYPE R AWD Convertible	JLX	5	8	Auto(S8)	16	24	18	19.2287	33.7286	23.8408	15.5008	24.0365	18.4489	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2700	2700	SIDI;	2	2	1	Two Seaters	Two Seaters	car	24	571	369	481
2021	Jaguar Land Rover L	Jaguar	Europe	F-TYPE R AWD Coupe	JLX	5	8	Auto(S8)	16	24	18	19.2287	33.7286	23.8408	15.5008	24.0365	18.4489	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2700	2700	SIDI;	2	2	1	Two Seaters	Two Seaters	car	24	571	369	481
2021	Jaguar Land Rover L	Jaguar	Europe	F-TYPE S AWD Convertible	JLX	3	6	Auto(S8)	18	26	21	22.7	36.1	27.2521	18.117	25.6084	20.8635	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2300	2300	SIDI;	2	2	1	Two Seaters	Two Seaters	car	27.4	490	347	426
2021	Jaguar Land Rover L	Jaguar	Europe	F-TYPE S AWD Coupe	JLX	3	6	Auto(S8)	18	26	21	22.7	36.1	27.2521	18.117	25.6084	20.8635	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2300	2300	SIDI;	2	2	1	Two Seaters	Two Seaters	car	27.4	490	347	426
2021	Jaguar Land Rover L	Jaguar	Europe	F-TYPE S Convertible	JLX	3	6	Auto(S8)	19	27	22	23.9	37.8	28.6391	19.0003	26.7155	21.8371	SA	Semi-Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	GP	2200	2200	SIDI;	2	2	1	Two Seaters	Two Seaters	car	28.8	468	333	407
2021	Jaguar Land Rover L	Jaguar	Europe	F-TYPE S Coupe	JLX	3	6	Auto(S8)	19	27	22	23.9	37.8	28.6391	19.0003	26.7155	21.8371	SA	Semi-Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	GP	2200	2200	SIDI;	2	2	1	Two Seaters	Two Seaters	car	28.8	468	333	407
2021	BMW	TOYOTA	Asia	Supra 3.0	BMX	3	6	Auto(S8)	22	30	25	28.3	42.2	33.2246	22.1809	29.5278	24.9775	SA	Semi-Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	GP	1950	1950	SIDI;	2	2	1	Two Seaters	Two Seaters	car	33.5	396	297	351
2021	BMW	Mini	Europe	COOPER CONVERTIBLE	BMX	1.5	3	Auto(AM-S7)	28	37	31	36.9343	53.8679	43.0199	28.1684	36.735	31.4709	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	GP	1550	1550	SIDI;	2	2	2	Minicompact Cars	Compact Cars	car	43.2	313	240	280
2021	BMW	Mini	Europe	COOPER CONVERTIBLE	BMX	1.5	3	Manual(M6)	26	37	30	34.4703	53.5972	41.0649	26.4928	36.5719	30.2436	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1600	1600	SIDI;	2	2	2	Minicompact Cars	Compact Cars	car	40.8	333	242	292
2021	BMW	Mini	Europe	COOPER S CONVERTIBLE	BMX	2	4	Auto(AM-S7)	26	34	29	33.2848	49.6967	39.0946	25.6774	34.2009	28.9208	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	GP	1700	1700	SIDI;	2	2	2	Minicompact Cars	Compact Cars	car	39.4	346	260	307
2021	BMW	Mini	Europe	COOPER S CONVERTIBLE	BMX	2	4	Manual(M6)	23	32	26	29.3	46.2	35.0735	22.8912	32.0405	26.2664	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1900	1900	SIDI;	2	2	2	Minicompact Cars	Compact Cars	car	35.3	386	276	336
2021	BMW	Mini	Europe	JOHN COOPER WORKS CONVERTIBLE	BMX	2	4	Auto(S8)	25	33	28	32.5	48	38.0256	25.1342	33.1568	28.2052	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	GP	1750	1750	SIDI;	2	2	2	Minicompact Cars	Compact Cars	car	38.3	351	267	313
2021	General Motors	Chevrolet	US	SPARK	GMX	1.4	4	Auto(AV)	30	38	33	40.3	55.8	46.0571	30.4158	37.8932	33.3799	CVT	Continuously Variable	1	N	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	3	Subcompact Cars	Compact Cars	car	46.4	292	234	266
2021	General Motors	Chevrolet	US	SPARK	GMX	1.4	4	Manual(M5)	29	38	33	38.6	55.4254	44.7073	29.2865	37.6694	32.5457	M	Manual	5	N	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	3	Subcompact Cars	Compact Cars	car	45	303	236	273
2021	General Motors	Chevrolet	US	SPARK ACTIV	GMX	1.4	4	Auto(AV)	30	37	33	40.3	55.8	46.0571	30.4158	37	33.3799	CVT	Continuously Variable	1	N	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	3	Subcompact Cars	Compact Cars	car	46.4	292	240	266
2021	General Motors	Chevrolet	US	SPARK ACTIV	GMX	1.4	4	Manual(M5)	29	37	32	38.6	55.4254	44.7073	29.2865	37	32	M	Manual	5	N	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	3	Subcompact Cars	Compact Cars	car	45	303	240	278
2021	Toyota	LEXUS	Asia	LC 500	TYX	5	8	Auto(S10)	16	25	19	19.3	34.5146	24.0759	15.5764	24.5719	18.6486	SA	Semi-Automatic	10	Y	N	R	"2-Wheel Drive, Rear"	GPR	2550	2550	SIDI & PFI;	2	2	3	Subcompact Cars	Compact Cars	car	24.3	567	360	473
2021	Toyota	LEXUS	Asia	LC 500h	TYX	3.5	6	Auto(AV-S10)	26	34	29	35.8563	45.7787	39.7316	26.2869	33.5273	29.1164	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	10	N	N	R	"2-Wheel Drive, Rear"	GPR	1700	1700	SIDI & PFI; Hybrid;	2	2	3	Subcompact Cars	Compact Cars	car	40.2	336	262	303
2021	BMW	Mini	Europe	COOPER HARDTOP 2 DOOR	BMX	1.5	3	Auto(AM-S7)	28	37	31	36.9343	53.8679	43.0199	28.1684	36.735	31.4709	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	GP	1550	1550	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	43.2	313	240	280
2021	BMW	Mini	Europe	COOPER HARDTOP 2 DOOR	BMX	1.5	3	Manual(M6)	26	37	30	34.4703	53.5972	41.0649	26.4928	36.5719	30.2436	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1600	1600	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	40.8	333	242	292
2021	BMW	Mini	Europe	COOPER HARDTOP 4 DOOR	BMX	1.5	3	Auto(AM-S7)	28	37	31	36.9343	53.8679	43.0199	28.1684	36.735	31.4709	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	GP	1550	1550	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	43.2	313	240	280
2021	BMW	Mini	Europe	COOPER HARDTOP 4 DOOR	BMX	1.5	3	Manual(M6)	26	37	30	34.4703	53.5972	41.0649	26.4928	36.5719	30.2436	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1600	1600	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	40.8	333	242	292
2021	BMW	Mini	Europe	COOPER S HARDTOP 2 DOOR	BMX	2	4	Auto(AM-S7)	26	35	30	34.1756	51.158	40.1774	26.2907	35.0939	29.6361	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	GP	1600	1600	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	40.5	336	252	299
2021	BMW	Mini	Europe	COOPER S HARDTOP 2 DOOR	BMX	2	4	Manual(M6)	23	33	27	29.7097	47.9557	35.8473	23.181	33.1294	26.8028	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1800	1800	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	36.1	381	267	329
2021	BMW	Mini	Europe	COOPER S HARDTOP 4 DOOR	BMX	2	4	Auto(AM-S7)	26	35	30	34.1756	51.158	40.1774	26.2907	35.0939	29.6361	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	GP	1600	1600	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	40.5	336	252	299
2021	BMW	Mini	Europe	COOPER S HARDTOP 4 DOOR	BMX	2	4	Manual(M6)	23	33	27	29.7097	47.9557	35.8473	23.181	33.1294	26.8028	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1800	1800	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	36.1	381	267	329
2021	BMW	Mini	Europe	John Cooper Works GP	BMX	2	4	Auto(S8)	24	30	26	30.7	43	35.2356	23.8782	30.034	26.3043	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	GP	1900	1900	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	35.5	369	292	334
2021	BMW	Mini	Europe	JOHN COOPER WORKS HARDTOP	BMX	2	4	Auto(S8)	26	34	29	33.3	49.6	39.0791	25.6879	34.1416	28.909	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	GP	1700	1700	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	39.3	343	259	305
2021	BMW	Mini	Europe	JOHN COOPER WORKS HARDTOP	BMX	2	4	Manual(M6)	23	33	27	29.7097	47.9557	35.8473	23.181	33.1294	26.8028	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	GP	1800	1800	SIDI;	2	2	3	Subcompact Cars	Compact Cars	car	36.1	381	267	329
2021	Hyundai	GENESIS	Asia	G70 AWD	HYX	2	4	Auto(S8)	20	27	23	25.9044	38.4597	30.3652	20.4604	27.1373	23.0078	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2100	2100	SIDI;	2	2	4	Compact Cars	Compact Cars	car	30.6	434	327	386
2021	Hyundai	GENESIS	Asia	G70 AWD	HYX	3.3	6	Auto(S8)	17	25	20	20.2583	32.1065	24.2924	16.7021	24.8232	19.5855	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2450	2450	SIDI;	2	2	4	Compact Cars	Compact Cars	car	24.5	536	361	457
2021	Hyundai	GENESIS	Asia	G70 RWD	HYX	2	4	Auto(S8)	22	30	25	28.0486	42.1842	33.0291	22.0015	29.5178	24.8489	SA	Semi-Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	GP	1950	1950	SIDI;	2	2	4	Compact Cars	Compact Cars	car	33.3	403	301	357
2021	Hyundai	GENESIS	Asia	G70 RWD	HYX	2	4	Manual(M6)	18	28	22	23.1	39.3	28.3608	18.4122	27.6779	21.6779	M	Manual	6	N	N	R	"2-Wheel Drive, Rear"	GP	2200	2200	SIDI;	2	2	4	Compact Cars	Compact Cars	car	28.6	483	321	410
2021	Hyundai	GENESIS	Asia	G70 RWD	HYX	3.3	6	Auto(S8)	17	26	20	20.9207	33.6296	25.2074	16.9503	25.9799	20.0929	SA	Semi-Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	GP	2450	2450	SIDI;	2	2	4	Compact Cars	Compact Cars	car	25.4	529	346	447
2021	Honda	Honda	Asia	INSIGHT TOURING	HNX	1.5	4	Auto(AV)	51	45	48	73.165	67.2416	70.3752	51.2457	44.5034	47.975	CVT	Continuously Variable	1	Y	N	F	"2-Wheel Drive, Front"	G	850	850	Hybrid;	2	2	4	Compact Cars	Compact Cars	car	70.8	172	199	184
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Accent	HYX	1.6	4	Auto(AV-S1)	33	41	36	44.5212	61.2399	50.7567	33.1694	41.1029	36.3244	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	1	Y	N	F	"2-Wheel Drive, Front"	G	1100	1100		2	2	4	Compact Cars	Compact Cars	car	51	271	219	248
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Accent	HYX	1.6	4	Manual(M6)	29	39	33	37.7	57.9	44.721	28.6838	39.1412	32.6036	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	4	Compact Cars	Compact Cars	car	45	310	228	273
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Veloster	HYX	1.6	4	Auto(AM7)	28	34	30	36.3	49.5	41.25	27.7395	34.0802	30.2742	AM	Automated Manual	7	N	N	F	"2-Wheel Drive, Front"	G	1350	1350	SIDI;	2	2	4	Compact Cars	Compact Cars	car	41.9	323	263	296
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Veloster	HYX	1.6	4	Manual(M6)	26	33	29	32.1	47.2	37.4983	26.1663	33.2918	28.9551	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	G	1400	1400	SIDI;	2	2	4	Compact Cars	Compact Cars	car	38.1	341	268	308
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Veloster	HYX	2	4	Auto(S6)	27	34	30	35.4059	49.3787	40.5723	27.1321	34.0058	29.847	SA	Semi-Automatic	6	Y	N	F	"2-Wheel Drive, Front"	G	1350	1350		2	2	4	Compact Cars	Compact Cars	car	41.2	329	263	299
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Veloster	HYX	2	4	Manual(M6)	25	33	28	32.4	48.4	38.0621	25.0648	33.4036	28.2369	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	G	1450	1450		2	2	4	Compact Cars	Compact Cars	car	38.7	358	268	317
2021	Toyota	TOYOTA	Asia	COROLLA	TYX	1.8	4	Auto(AV)	30	38	33	39.3258	56.1761	45.4623	29.7701	38.1176	33.0246	CVT	Continuously Variable	1	Y	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	4	Compact Cars	Compact Cars	car	46.4	296	231	267
2021	Toyota	TOYOTA	Asia	COROLLA	TYX	1.8	4	Manual(M6)	29	39	33	38.3	57.3	45.0172	29.086	38.7858	32.7744	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	4	Compact Cars	Compact Cars	car	45.9	305	229	271
2021	Toyota	TOYOTA	Asia	COROLLA	TYX	2	4	Auto(AV-S10)	31	40	34	41	58.7	47.4367	30.8774	39.6137	34.2793	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	10	Y	N	F	"2-Wheel Drive, Front"	G	1200	1200	SIDI & PFI;	2	2	4	Compact Cars	Compact Cars	car	48	286	223	257
2021	Toyota	TOYOTA	Asia	COROLLA	TYX	2	4	Manual(M6)	29	36	32	37.9	53.4	43.5942	28.818	36.453	31.8168	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	G	1250	1250	SIDI & PFI;	2	2	4	Compact Cars	Compact Cars	car	44.1	305	242	277
2021	Toyota	TOYOTA	Asia	COROLLA HYBRID	TYX	1.8	4	Auto(AV)	53	52	52	78.1	76.2	77.2334	53	52	52	CVT	Continuously Variable	1	N	N	F	"2-Wheel Drive, Front"	G	800	800	Hybrid;	2	2	4	Compact Cars	Compact Cars	car	78.1	166	171	170
2021	Toyota	TOYOTA	Asia	COROLLA XLE	TYX	1.8	4	Auto(AV)	29	37	32	38	55.1	44.1683	28.8851	37.4747	32.2071	CVT	Continuously Variable	1	Y	N	F	"2-Wheel Drive, Front"	G	1250	1250		2	2	4	Compact Cars	Compact Cars	car	44.7	305	235	274
2021	Toyota	TOYOTA	Asia	COROLLA XSE	TYX	2	4	Auto(AV-S10)	31	38	34	40.5	56.8	46.5056	30.5479	38.4889	33.6743	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	10	Y	N	F	"2-Wheel Drive, Front"	G	1200	1200	SIDI & PFI;	2	2	4	Compact Cars	Compact Cars	car	47	292	232	265
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	S60 AWD	VVX	2	4	Auto(S8)	21	32	25	27.1	45.9	33.2236	21.3224	31.8536	25.0491	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GPR	1950	1950	SIDI;	2	2	4	Compact Cars	Compact Cars	car	33.2	413	277	352
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	S60 FWD	VVX	2	4	Auto(S8)	23	34	27	30.1	50.1	36.6912	23.4563	34.4479	27.389	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	GPR	1800	1800	SIDI;	2	2	4	Compact Cars	Compact Cars	car	36.7	376	256	322
2021	Volkswagen Group of	Audi	Europe	S6	VGA	2.9	6	Auto(S8)	18	28	22	24	37.5	28.6396	18.2443	27.7295	21.5635	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2200	2200	SIDI; Mild Hybrid;	2	2	5	Midsize Cars	Midsize/Large Cars	car	28.8	485	319	410
2021	Volkswagen Group of	Audi	Europe	S7	VGA	2.9	6	Auto(S8)	18	28	22	24	37.5	28.6396	18.2443	27.7295	21.5635	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2200	2200	SIDI; Mild Hybrid;	2	2	5	Midsize Cars	Midsize/Large Cars	car	28.8	485	319	410
2021	Honda	Honda	Asia	INSIGHT	HNX	1.5	4	Auto(AV)	55	49	52	79.992	72.5994	76.4872	54.9485	48.7657	51.9827	CVT	Continuously Variable	1	Y	N	F	"2-Wheel Drive, Front"	G	800	800	Hybrid;	2	2	5	Midsize Cars	Midsize/Large Cars	car	77.6	161	182	170
2021	Hyundai	HYUNDAI MOTOR COMPANY	Asia	Venue	HYX	1.6	4	Auto(AV-S1)	30	33	31	37.9405	50.2883	42.6534	29.5425	33.4092	31.1657	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	1	Y	N	F	"2-Wheel Drive, Front"	G	1300	1300		2	2	5	Midsize Cars	Midsize/Large Cars	car	43.3	302	268	287
2021	Subaru	Subaru	Asia	IMPREZA 4-Door	FJX	2	4	Auto(AV-S7)	28	36	32	37.295	53.2004	43.0925	28.4115	36.3326	31.5021	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	7	Y	N	A	All Wheel Drive	G	1250	1250	SIDI;	2	2	5	Midsize Cars	Midsize/Large Cars	car	43.1	311	244	281
2021	Subaru	Subaru	Asia	IMPREZA 4-Door	FJX	2	4	Manual(M5)	23	31	26	29.8	44.9	35.114	23.2447	31.2288	26.2667	M	Manual	5	N	N	A	All Wheel Drive	G	1550	1550	SIDI;	2	2	5	Midsize Cars	Midsize/Large Cars	car	35.1	381	283	337
2021	Subaru	Subaru	Asia	IMPREZA 4-Door SPORT	FJX	2	4	Auto(AV-S7)	27	36	30	35.4	52.3	41.4234	27.1281	35.7879	30.443	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	7	Y	N	A	All Wheel Drive	G	1350	1350	SIDI;	2	2	5	Midsize Cars	Midsize/Large Cars	car	41.4	326	247	291
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	S90 AWD	VVX	2	4	Auto(S8)	21	32	25	26.6	46	32.8307	20.9627	31.9159	24.7914	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GPR	1950	1950	SIDI;	2	2	5	Midsize Cars	Midsize/Large Cars	car	32.8	422	277	356
2021	BMW	BMW	Europe	750i xDrive	BMX	4.4	8	Auto(S8)	17	24	19	20.6316	34.1278	25.098	16.5782	24.3179	19.3495	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2550	2550	SIDI;	2	2	6	Large Cars	Midsize/Large Cars	car	25.3	532	363	456
2021	BMW	BMW	Europe	Alpina B7	BMX	4.4	8	Auto(S8)	17	24	19	20.6316	34.1278	25.098	16.5782	24.3179	19.3495	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	2550	2550	SIDI;	2	2	6	Large Cars	Midsize/Large Cars	car	25.3	532	363	456
2021	BMW	BMW	Europe	M760i xDrive	BMX	6.6	12	Auto(S8)	13	20	16	16.2	27.3	19.8278	13.2097	19.7595	15.5255	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GP	3050	3050	SIDI;	2	2	6	Large Cars	Midsize/Large Cars	car	20	669	448	570
2021	Kia	KIA MOTORS CORPORATION	Asia	K5	KMX	1.6	4	Auto(S8)	29	38	32	37.5	55.7	43.9644	28.5494	37.8335	32.0934	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	G	1250	1250	SIDI; Stop-Start;	2	2	6	Large Cars	Midsize/Large Cars	car	44.3	311	235	277
2021	Kia	KIA MOTORS CORPORATION	Asia	K5	KMX	1.6	4	Auto(S8)	27	37	31	34.9763	54.8725	41.796	26.839	37.3384	30.7272	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	G	1300	1300	SIDI;	2	2	6	Large Cars	Midsize/Large Cars	car	42.1	334	240	291
2021	Kia	KIA MOTORS CORPORATION	Asia	Soul	KMX	1.6	4	Auto(AM-S7)	27	32	29	33.9	47.1	38.7923	26.914	31.5033	28.8021	AMS	Automated Manual- Selectable (e.g. Automated Manual with paddles)	7	N	N	F	"2-Wheel Drive, Front"	G	1400	1400	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	39	331	282	309
2021	Kia	KIA MOTORS CORPORATION	Asia	Soul	KMX	2	4	Auto(AV)	28	33	30	36.0011	48.0045	40.5656	27.5368	33.1596	29.8116	CVT	Continuously Variable	1	Y	N	F	"2-Wheel Drive, Front"	G	1350	1350		2	2	7	Small Station Wagons	Compact Cars	car	41.2	327	271	302
2021	Kia	KIA MOTORS CORPORATION	Asia	Soul	KMX	2	4	Manual(M6)	25	31	27	31.6	44.5	36.3406	24.508	30.9781	27.0504	M	Manual	6	N	N	F	"2-Wheel Drive, Front"	G	1500	1500		2	2	7	Small Station Wagons	Compact Cars	car	36.6	367	290	332
2021	Kia	KIA MOTORS CORPORATION	Asia	Soul Eco dynamics	KMX	2	4	Auto(AV)	29	35	31	37.9	51.2	42.9167	28.818	35.1195	31.3493	CVT	Continuously Variable	1	Y	N	F	"2-Wheel Drive, Front"	G	1300	1300		2	2	7	Small Station Wagons	Compact Cars	car	43.6	312	256	287
2021	Subaru	Subaru	Asia	IMPREZA 5-Door	FJX	2	4	Auto(AV-S7)	28	36	31	36.7467	52.5071	42.4852	28.0417	35.9133	31.1102	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	7	Y	N	A	All Wheel Drive	G	1300	1300	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	42.5	315	246	284
2021	Subaru	Subaru	Asia	IMPREZA 5-Door	FJX	2	4	Manual(M5)	24	31	26	30.3	44.4	35.352	23.5971	30.9153	26.4104	M	Manual	5	N	N	A	All Wheel Drive	G	1550	1550	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	35.4	375	286	335
2021	Subaru	Subaru	Asia	IMPREZA 5-Door SPORT	FJX	2	4	Auto(AV-S7)	27	35	30	35.5	51.1	41.1536	27.1962	35.0586	30.2489	SCV	Selectable Continuously Variable (e.g. CVT with paddles)	7	Y	N	A	All Wheel Drive	G	1350	1350	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	41.2	325	252	292
2021	Subaru	Subaru	Asia	IMPREZA 5-Door SPORT	FJX	2	4	Manual(M5)	22	30	25	28.6	42.9	33.6471	22.3944	29.9708	25.2689	M	Manual	5	N	N	A	All Wheel Drive	G	1600	1600	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	33.6	397	295	351
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	V60 CC AWD	VVX	2	4	Auto(S8)	22	31	25	27.4	44.3	33.0786	21.5376	30.8526	24.9238	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GPR	1950	1950	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	33.1	410	286	354
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	V60 FWD	VVX	2	4	Auto(S8)	23	34	27	30.1	50.1	36.6912	23.4563	34.4479	27.389	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	GPR	1800	1800	SIDI;	2	2	7	Small Station Wagons	Compact Cars	car	36.7	376	256	322
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	V90 AWD	VVX	2	4	Auto(S8)	21	32	25	26.6	46	32.8307	20.9627	31.9159	24.7914	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GPR	1950	1950	SIDI;	2	2	8	Midsize Station Wagons	Midsize/Large Cars	car	32.8	422	277	356
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	V90 CC AWD	VVX	2	4	Auto(S8)	20	30	24	25.8	42.2	31.2682	20.3848	29.5278	23.685	SA	Semi-Automatic	8	Y	N	A	All Wheel Drive	GPR	2050	2050	SIDI;	2	2	8	Midsize Station Wagons	Midsize/Large Cars	car	31.3	433	299	373
2021	Volvo	"Volvo Cars of North America, LLC"	Europe	V90 FWD	VVX	2	4	Auto(S8)	22	33	26	30.1	50.1	36.6912	22	33	26	SA	Semi-Automatic	8	Y	N	F	"2-Wheel Drive, Front"	GPR	1900	1900	SIDI;	2	2	8	Midsize Station Wagons	Midsize/Large Cars	car	36.7	401	267	339
2021	General Motors	Chevrolet	US	COLORADO 2WD	GMX	2.5	4	Auto(A6)	19	25	22	24.3	35.3	28.2633	19.2932	25.0863	21.5306	A	Automatic	6	Y	N	R	"2-Wheel Drive, Rear"	G	1850	1850	SIDI;	2	2	10	Small Pick-up Trucks 2WD	Pick up			461	355	413
2021	General Motors	Chevrolet	US	COLORADO 2WD	GMX	3.6	6	Auto(A8)	18	25	21	22.9	35.7	27.3056	18.2647	25.3476	20.8917	A	Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	G	1950	1950	SIDI;	2	2	10	Small Pick-up Trucks 2WD	Pick up			484	349	424
2021	General Motors	GMC	US	CANYON 2WD	GMX	2.5	4	Auto(A6)	19	25	22	24.3	35.3	28.2633	19.2932	25.0863	21.5306	A	Automatic	6	Y	N	R	"2-Wheel Drive, Rear"	G	1850	1850	SIDI;	2	2	10	Small Pick-up Trucks 2WD	Pick up			461	355	413
2021	General Motors	GMC	US	CANYON 2WD	GMX	3.6	6	Auto(A8)	18	25	21	22.9	35.7	27.3056	18.2647	25.3476	20.8917	A	Automatic	8	Y	N	R	"2-Wheel Drive, Rear"	G	1950	1950	SIDI;	2	2	10	Small Pick-up Trucks 2WD	Pick up			484	349	424
2021	General Motors	Chevrolet	US	COLORADO 4WD	GMX	2.5	4	Auto(A6)	19	24	21	23.3299	33.3405	26.9745	18.5815	23.7995	20.6155	A	Automatic	6	Y	N	4	4-Wheel Drive	G	1950	1950	SIDI;	2	2	11	Small Pick-up Trucks 4WD	Pick up			478	373	431
