Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Displacement	Cylinders	Transmission	Gears	CityCO2	HwyCO2	CombCO2
2019	Kia	KIA MOTORS CORPORATION	Niro	"2-Wheel Drive, Front"	51	46	49	1.6	4	Auto(AM6)	6	175	193	183
2019	Kia	KIA MOTORS CORPORATION	Niro FE	"2-Wheel Drive, Front"	52	49	50	1.6	4	Auto(AM6)	6	171	184	177
2019	Kia	KIA MOTORS CORPORATION	Niro Touring	"2-Wheel Drive, Front"	46	40	43	1.6	4	Auto(AM6)	6	195	222	207
2019	Kia	KIA MOTORS CORPORATION	Soul	"2-Wheel Drive, Front"	26	31	28	1.6	4	Auto(AM7)	7	345	290	320
2019	Kia	KIA MOTORS CORPORATION	Soul	"2-Wheel Drive, Front"	26	31	28	1.6	4	Auto(S6)	6	343	290	319
2019	Kia	KIA MOTORS CORPORATION	Soul	"2-Wheel Drive, Front"	24	30	27	1.6	4	Manual(M6)	6	367	296	335
2019	Kia	KIA MOTORS CORPORATION	Soul	"2-Wheel Drive, Front"	25	30	27	2.0	4	Auto(S6)	6	364	297	334
2019	Nissan	NISSAN	Rogue Sport	"2-Wheel Drive, Front"	25	32	28	2.0	4	Auto(AV-S7)	7	356	278	318
2019	Nissan	NISSAN	Rogue Sport AWD	All Wheel Drive	24	30	27	2.0	4	Auto(AV-S7)	7	371	297	330
2019	Subaru	Subaru	IMPREZA 5-Door	All Wheel Drive	28	36	31	2.0	4	Auto(AV-S7)	7	316	244	284
2019	Subaru	Subaru	IMPREZA 5-Door	All Wheel Drive	24	31	26	2.0	4	Manual(M5)	5	375	286	335
2019	Subaru	Subaru	IMPREZA 5-Door SPORT	All Wheel Drive	27	35	30	2.0	4	Auto(AV-S7)	7	325	252	292
2019	Subaru	Subaru	IMPREZA 5-Door SPORT	All Wheel Drive	22	30	25	2.0	4	Manual(M5)	5	397	295	351
2019	Volkswagen Group of	Volkswagen	Golf Alltrack	All Wheel Drive	22	30	25	1.8	4	Auto(AM-S6)	6	400	299	354
2019	Volkswagen Group of	Volkswagen	Golf Alltrack	All Wheel Drive	21	30	24	1.8	4	Manual(M6)	6	417	295	362
2019	Volkswagen Group of	Volkswagen	Golf SportWagen	"2-Wheel Drive, Front"	27	36	31	1.4	4	Auto(S8)	8	322	245	287
2019	Volkswagen Group of	Volkswagen	Golf SportWagen	"2-Wheel Drive, Front"	29	37	32	1.4	4	Manual(M6)	6	304	236	274
2019	Volkswagen Group of	Volkswagen	Golf SportWagen 4Motion	All Wheel Drive	22	29	24	1.8	4	Auto(AM-S6)	6	406	305	361
2019	Volkswagen Group of	Volkswagen	Golf SportWagen 4Motion	All Wheel Drive	22	31	25	1.8	4	Manual(M6)	6	405	285	351
2019	Volvo	"Volvo Cars of North America, LLC"	V60 AWD	All Wheel Drive	21	31	25	2.0	4	Auto(S8)	8	422	282	359
2019	Volvo	"Volvo Cars of North America, LLC"	V60 CC AWD	All Wheel Drive	22	31	25	2.0	4	Auto(S8)	8	405	285	351
2019	Volvo	"Volvo Cars of North America, LLC"	V60 FWD	"2-Wheel Drive, Front"	24	36	28	2.0	4	Auto(S8)	8	373	247	316
2019	Jaguar Land Rover L	Jaguar	XF Sportbrake AWD	All Wheel Drive	18	25	21	3.0	6	Auto(S8)	8	489	353	428
2019	Mercedes-Benz	Mercedes-Benz	AMG E 63 S 4MATIC (Station Wagon	4-Wheel Drive	16	23	19	4.0	8	Auto(A9)	9	551	392	480
2019	Mercedes-Benz	Mercedes-Benz	AMG GLA 45 4MATIC	4-Wheel Drive	22	28	25	2.0	4	Auto(AM7)	7	402	312	361
2019	Mercedes-Benz	Mercedes-Benz	E 450 4MATIC (station wagon)	4-Wheel Drive	19	26	22	3.0	6	Auto(A9)	9	467	336	408
2019	Nissan	NISSAN	MURANO AWD	All Wheel Drive	20	28	23	3.5	6	Auto(AV-S7)	7	448	314	388
2019	Nissan	NISSAN	MURANO FWD	"2-Wheel Drive, Front"	20	28	23	3.5	6	Auto(AV-S7)	7	441	318	385
2019	Rolls-Royce	Rolls-Royce Motor Cars Limited	Cullinan	All Wheel Drive	12	20	14	6.7	12	Auto(S8)	8	755	445	615
2019	Volvo	"Volvo Cars of North America, LLC"	V90 AWD	All Wheel Drive	21	31	25	2.0	4	Auto(S8)	8	422	282	359
2019	Volvo	"Volvo Cars of North America, LLC"	V90 CC AWD	All Wheel Drive	20	30	24	2.0	4	Auto(S8)	8	432	298	371
2019	Volvo	"Volvo Cars of North America, LLC"	V90 CC AWD	All Wheel Drive	22	31	25	2.0	4	Auto(S8)	8	404	290	353
2019	Volvo	"Volvo Cars of North America, LLC"	V90 FWD	"2-Wheel Drive, Front"	23	35	27	2.0	4	Auto(S8)	8	385	253	328
2019	General Motors	Chevrolet	COLORADO 2WD	"2-Wheel Drive, Rear"	20	26	22	2.5	4	Auto(A6)	6	455	347	406
2019	General Motors	Chevrolet	COLORADO 2WD	"2-Wheel Drive, Rear"	20	26	22	2.5	4	Manual(M6)	6	451	346	403
2019	General Motors	Chevrolet	COLORADO 2WD	"2-Wheel Drive, Rear"	20	30	23	2.8	4	Auto(A6)	6	510	343	435
2019	General Motors	Chevrolet	COLORADO 2WD	"2-Wheel Drive, Rear"	18	25	20	3.6	6	Auto(A8)	8	504	362	440
2019	General Motors	GMC	CANYON 2WD	"2-Wheel Drive, Rear"	20	26	22	2.5	4	Auto(A6)	6	455	347	406
2019	General Motors	GMC	CANYON 2WD	"2-Wheel Drive, Rear"	20	26	22	2.5	4	Manual(M6)	6	451	346	403
2019	General Motors	GMC	CANYON 2WD	"2-Wheel Drive, Rear"	20	30	23	2.8	4	Auto(A6)	6	510	343	435
2019	General Motors	GMC	CANYON 2WD	"2-Wheel Drive, Rear"	18	25	20	3.6	6	Auto(A8)	8	504	362	440
2019	Honda	Honda	RIDGELINE FWD	"2-Wheel Drive, Front"	19	26	22	3.5	6	Auto(A6)	6	471	335	410
2019	Nissan	NISSAN	FRONTIER 2WD	"2-Wheel Drive, Rear"	17	22	19	2.5	4	Auto(A5)	5	519	402	466
2019	Nissan	NISSAN	FRONTIER 2WD	"2-Wheel Drive, Rear"	19	23	21	2.5	4	Manual(M5)	5	456	387	425
2019	Nissan	NISSAN	FRONTIER 2WD	"2-Wheel Drive, Rear"	16	23	19	4.0	6	Auto(A5)	5	547	393	478
2019	Nissan	NISSAN	FRONTIER 2WD	"2-Wheel Drive, Rear"	16	22	19	4.0	6	Manual(M6)	6	540	405	479
2019	Nissan	NISSAN	FRONTIER 2WD FFV	"2-Wheel Drive, Rear"	16	22	18	4.0	6	Auto(A5)	5	567	405	494
2019	Toyota	TOYOTA	TACOMA 2WD	"2-Wheel Drive, Rear"	20	23	21	2.7	4	Auto(S6)	6	456	382	423
2019	Toyota	TOYOTA	TACOMA 2WD	"2-Wheel Drive, Rear"	19	24	21	3.5	6	Auto(S6)	6	476	377	431
2019	General Motors	Chevrolet	COLORADO 4WD	4-Wheel Drive	19	24	21	2.5	4	Auto(A6)	6	478	369	429
2019	General Motors	Chevrolet	COLORADO 4WD	4-Wheel Drive	19	28	22	2.8	4	Auto(A6)	6	530	364	455
2019	General Motors	Chevrolet	COLORADO 4WD	4-Wheel Drive	17	24	19	3.6	6	Auto(A8)	8	531	375	461
2019	General Motors	Chevrolet	COLORADO ZR2 4WD	4-Wheel Drive	18	22	19	2.8	4	Auto(A6)	6	577	461	524
2019	General Motors	Chevrolet	COLORADO ZR2 4WD	4-Wheel Drive	16	18	17	3.6	6	Auto(A8)	8	566	490	532
2019	General Motors	GMC	CANYON 4WD	4-Wheel Drive	19	24	21	2.5	4	Auto(A6)	6	478	369	429
2019	General Motors	GMC	CANYON 4WD	4-Wheel Drive	19	28	22	2.8	4	Auto(A6)	6	530	364	455
2019	General Motors	GMC	CANYON 4WD	4-Wheel Drive	17	24	19	3.6	6	Auto(A8)	8	531	375	461
2019	Nissan	NISSAN	FRONTIER 4WD	Part-time 4-Wheel Drive	15	21	17	4.0	6	Auto(A5)	5	590	433	519
2019	Nissan	NISSAN	FRONTIER 4WD	Part-time 4-Wheel Drive	16	21	18	4.0	6	Manual(M6)	6	571	430	507
2019	Nissan	NISSAN	FRONTIER 4WD FFV	Part-time 4-Wheel Drive	15	21	17	4.0	6	Auto(A5)	5	591	435	521
2019	Toyota	TOYOTA	TACOMA 4WD	Part-time 4-Wheel Drive	19	22	20	2.7	4	Auto(S6)	6	477	397	441
2019	Toyota	TOYOTA	TACOMA 4WD	Part-time 4-Wheel Drive	18	22	20	3.5	6	Auto(S6)	6	490	396	448
2019	Toyota	TOYOTA	TACOMA 4WD	Part-time 4-Wheel Drive	17	21	18	3.5	6	Manual(M6)	6	520	432	481
2019	Toyota	TOYOTA	TACOMA 4WD D-CAB V6 MT OFF-ROAD	Part-time 4-Wheel Drive	17	20	18	3.5	6	Manual(M6)	6	517	441	483
2019	Toyota	TOYOTA	TACOMA 4WD TRD PRO	Part-time 4-Wheel Drive	18	22	20	3.5	6	Auto(S6)	6	490	396	448
2019	Toyota	TOYOTA	TACOMA 4WD TRD PRO	Part-time 4-Wheel Drive	17	20	18	3.5	6	Manual(M6)	6	517	441	483
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	20	23	21	2.7	4	Auto(A8)	8	448	387	421
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	19	22	20	2.7	4	Auto(A8)	8	473	404	442
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	16	21	17	4.3	6	Auto(A6)	6	570	434	509
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	15	20	17	5.3	8	Auto(A6)	6	594	448	529
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	15	21	17	5.3	8	Auto(A6)	6	599	432	524
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	17	24	19	5.3	8	Auto(A8)	8	520	377	456
2019	General Motors	Chevrolet	C10 SILVERADO 2WD	"2-Wheel Drive, Rear"	17	23	19	5.3	8	Auto(A8)	8	534	386	467
2019	General Motors	Chevrolet	C15 SILVERADO LD 2WD	"2-Wheel Drive, Rear"	15	22	17	5.3	8	Auto(A6)	6	591	410	510
2019	Ford Motor Company	Ford	F150 2.7L 2WD GVWR>6649 LBS	"2-Wheel Drive, Rear"	19	25	21	2.7	6	Auto(S10)	10	467	355	422
2019	Ford Motor Company	Ford	F150 2WD BASE PAYLOAD LT TIRE	"2-Wheel Drive, Rear"	19	25	21	2.7	6	Auto(S10)	10	467	355	423
2019	Ford Motor Company	Ford	F150 2WD BASE PAYLOAD LT TIRE	"2-Wheel Drive, Rear"	22	28	24	3.0	6	Auto(S10)	10	467	363	424
2019	Ford Motor Company	Ford	F150 2WD BASE PAYLOAD LT TIRE	"2-Wheel Drive, Rear"	17	22	19	3.5	6	Auto(S10)	10	521	403	466
2019	Ford Motor Company	Ford	F150 2WD FFV BASE PAYLOAD LT	"2-Wheel Drive, Rear"	19	24	21	3.3	6	Auto(S6)	6	462	370	423
2019	Ford Motor Company	Ford	F150 2WD FFV BASE PAYLOAD LT	"2-Wheel Drive, Rear"	16	21	18	5.0	8	Auto(S10)	10	555	423	493
2019	Ford Motor Company	Ford	F150 3.5L 2WD GVWR>7599 LBS	"2-Wheel Drive, Rear"	17	21	19	3.5	6	Auto(S10)	10	521	422	466
2019	Ford Motor Company	Ford	F150 5.0L 2WD FFV GVWR>7599 LBS	"2-Wheel Drive, Rear"	15	20	17	5.0	8	Auto(S10)	10	592	444	522
2019	Ford Motor Company	Ford	F150 PICKUP 2WD	"2-Wheel Drive, Rear"	20	26	22	2.7	6	Auto(S10)	10	452	341	403
2019	Ford Motor Company	Ford	F150 PICKUP 2WD	"2-Wheel Drive, Rear"	22	30	25	3.0	6	Auto(S10)	10	467	344	412
2019	Ford Motor Company	Ford	F150 PICKUP 2WD	"2-Wheel Drive, Rear"	18	25	21	3.5	6	Auto(S10)	10	480	360	426
2019	Ford Motor Company	Ford	F150 PICKUP 2WD FFV	"2-Wheel Drive, Rear"	19	25	22	3.3	6	Auto(S6)	6	461	352	412
2019	Ford Motor Company	Ford	F150 PICKUP 2WD FFV	"2-Wheel Drive, Rear"	17	23	19	5.0	8	Auto(S10)	10	526	384	463
2019	Ford Motor Company	Ford	F150 PICKUP 2WD LIMITED	"2-Wheel Drive, Rear"	17	22	19	3.5	6	Auto(S10)	10	515	397	462
2019	Ford Motor Company	Ford	RANGER 2WD	"2-Wheel Drive, Rear"	21	26	23	2.3	4	Auto(S10)	10	423	343	387
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	20	23	21	2.7	4	Auto(A8)	8	448	387	421
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	19	22	20	2.7	4	Auto(A8)	8	473	404	442
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	16	21	17	4.3	6	Auto(A6)	6	570	434	509
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	15	20	17	5.3	8	Auto(A6)	6	594	448	529
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	15	21	17	5.3	8	Auto(A6)	6	599	432	524
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	17	24	19	5.3	8	Auto(A8)	8	520	377	456
2019	General Motors	GMC	C10 SIERRA 2WD	"2-Wheel Drive, Rear"	17	23	19	5.3	8	Auto(A8)	8	538	389	471
2019	General Motors	GMC	C15 SIERRA LTD 2WD	"2-Wheel Drive, Rear"	15	22	17	5.3	8	Auto(A6)	6	591	410	510
2019	Nissan	NISSAN	TITAN 2WD	"2-Wheel Drive, Rear"	15	21	18	5.6	8	Auto(S7)	7	578	417	505
2019	FCA US LLC	RAM	1500 4X2	"2-Wheel Drive, Rear"	20	25	22	3.6	6	Auto(A8)	8	451	353	407
2019	FCA US LLC	RAM	1500 4X2	"2-Wheel Drive, Rear"	17	23	19	5.7	8	Auto(A8)	8	531	389	467
2019	FCA US LLC	RAM	1500 4X2	"2-Wheel Drive, Rear"	15	22	17	5.7	8	Auto(A8)	8	612	395	514
2019	FCA US LLC	RAM	1500 Classic 4X2	"2-Wheel Drive, Rear"	20	27	23	3.0	6	Auto(A8)	8	511	370	448
2019	FCA US LLC	RAM	1500 Classic 4X2	"2-Wheel Drive, Rear"	17	25	20	3.6	6	Auto(A8)	8	522	362	450
2019	FCA US LLC	RAM	1500 Classic 4X2	"2-Wheel Drive, Rear"	15	22	17	5.7	8	Auto(A8)	8	593	413	512
2019	FCA US LLC	RAM	1500 HFE 4X2	"2-Wheel Drive, Rear"	20	26	23	3.6	6	Auto(A8)	8	440	340	395
2019	Roush	"Roush Industries, Inc."	F150 Pickup 2WD	"2-Wheel Drive, Rear"	11	15	12	5.0	8	Auto(S10)	10	829	614	732
2019	Toyota	TOYOTA	TUNDRA 2WD	"2-Wheel Drive, Rear"	15	19	16	4.6	8	Auto(S6)	6	594	463	554
2019	Toyota	TOYOTA	TUNDRA 2WD	"2-Wheel Drive, Rear"	13	18	15	5.7	8	Auto(S6)	6	673	502	596
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	19	22	20	2.7	4	Auto(A8)	8	473	404	442
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	18	21	19	2.7	4	Auto(A8)	8	491	430	464
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	15	20	17	4.3	6	Auto(A6)	6	596	450	530
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	15	19	16	5.3	8	Auto(A6)	6	612	468	547
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	15	20	17	5.3	8	Auto(A6)	6	586	445	517
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	16	22	18	5.3	8	Auto(A8)	8	560	406	491
2019	General Motors	Chevrolet	K10 SILVERADO 4WD	4-Wheel Drive	16	20	17	6.2	8	Auto(A10)	10	568	453	516
2019	General Motors	Chevrolet	K10 SILVERADO 4WD TRAILBOSS	4-Wheel Drive	14	18	16	4.3	6	Auto(A6)	6	614	490	558
2019	General Motors	Chevrolet	K10 SILVERADO 4WD TRAILBOSS	4-Wheel Drive	14	18	16	5.3	8	Auto(A6)	6	635	494	556
2019	General Motors	Chevrolet	K10 SILVERADO 4WD TRAILBOSS	4-Wheel Drive	15	20	17	5.3	8	Auto(A8)	8	577	444	508
2019	General Motors	Chevrolet	K15 SILVERADO LD 4WD	4-Wheel Drive	15	21	17	5.3	8	Auto(A6)	6	585	432	516
2019	Ford Motor Company	Ford	F150 2.7L 4WD GVWR>6799 LBS	Part-time 4-Wheel Drive	18	23	20	2.7	6	Auto(S10)	10	494	386	444
2019	Ford Motor Company	Ford	F150 3.5L 4WD GVWR>7599 LBS	Part-time 4-Wheel Drive	16	21	18	3.5	6	Auto(S10)	10	543	423	494
2019	Ford Motor Company	Ford	F150 4WD BASE PAYLOAD LT TIRE	Part-time 4-Wheel Drive	18	23	20	2.7	6	Auto(S10)	10	494	386	444
2019	Ford Motor Company	Ford	F150 4WD BASE PAYLOAD LT TIRE	Part-time 4-Wheel Drive	20	25	22	3.0	6	Auto(S10)	10	513	401	463
2019	Ford Motor Company	Ford	F150 4WD BASE PAYLOAD LT TIRE	Part-time 4-Wheel Drive	16	22	18	3.5	6	Auto(S10)	10	555	404	494
2019	Ford Motor Company	Ford	F150 4WD FFV BASE PAYLOAD LT	Part-time 4-Wheel Drive	17	22	19	3.3	6	Auto(S6)	6	522	404	468
2019	Ford Motor Company	Ford	F150 4WD FFV BASE PAYLOAD LT	Part-time 4-Wheel Drive	15	20	17	5.0	8	Auto(S10)	10	592	444	523
2019	Ford Motor Company	Ford	F150 5.0L 4WD FFV GVWR>7599 LBS	Part-time 4-Wheel Drive	14	19	16	5.0	8	Auto(S10)	10	635	467	555
2019	Ford Motor Company	Ford	F150 PICKUP 4WD	Part-time 4-Wheel Drive	19	24	21	2.7	6	Auto(S10)	10	478	370	423
2019	Ford Motor Company	Ford	F150 PICKUP 4WD	Part-time 4-Wheel Drive	20	25	22	3.0	6	Auto(S10)	10	513	401	463
2019	Ford Motor Company	Ford	F150 PICKUP 4WD	Part-time 4-Wheel Drive	17	23	19	3.5	6	Auto(S10)	10	536	395	472
2019	Ford Motor Company	Ford	F150 PICKUP 4WD FFV	Part-time 4-Wheel Drive	18	23	20	3.3	6	Auto(S6)	6	484	384	439
2019	Ford Motor Company	Ford	F150 PICKUP 4WD FFV	Part-time 4-Wheel Drive	16	22	18	5.0	8	Auto(S10)	10	568	412	498
2019	Ford Motor Company	Ford	F150 PICKUP 4WD LIMITED	Part-time 4-Wheel Drive	17	21	19	3.5	6	Auto(S10)	10	520	423	467
2019	Ford Motor Company	Ford	F150 PICKUP 4WD XL/XLT	Part-time 4-Wheel Drive	21	28	24	3.0	6	Auto(S10)	10	484	360	424
2019	Ford Motor Company	Ford	F150 RAPTOR 4WD	Part-time 4-Wheel Drive	15	18	16	3.5	6	Auto(S10)	10	578	494	540
2019	Ford Motor Company	Ford	RANGER 4WD	Part-time 4-Wheel Drive	20	24	22	2.3	4	Auto(S10)	10	444	371	404
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	19	22	20	2.7	4	Auto(A8)	8	476	408	445
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	18	20	19	2.7	4	Auto(A8)	8	502	442	475
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	15	20	17	4.3	6	Auto(A6)	6	596	450	530
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	15	19	16	5.3	8	Auto(A6)	6	604	473	545
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	15	20	17	5.3	8	Auto(A6)	6	602	444	531
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	15	21	17	5.3	8	Auto(A8)	8	577	423	508
2019	General Motors	GMC	K10 SIERRA 4WD	4-Wheel Drive	15	20	17	6.2	8	Auto(A10)	10	587	449	525
2019	General Motors	GMC	K10 SIERRA 4WD AT4	4-Wheel Drive	15	20	17	5.3	8	Auto(A8)	8	577	444	508
2019	General Motors	GMC	K10 SIERRA 4WD AT4	4-Wheel Drive	15	19	17	6.2	8	Auto(A10)	10	593	467	515
2019	General Motors	GMC	K15 SIERRA LTD 4WD	4-Wheel Drive	15	21	17	5.3	8	Auto(A6)	6	585	432	516
2019	Honda	Honda	RIDGELINE AWD	All Wheel Drive	18	25	21	3.5	6	Auto(A6)	6	480	357	424
2019	Nissan	NISSAN	TITAN 4WD	Part-time 4-Wheel Drive	15	21	18	5.6	8	Auto(S7)	7	577	418	505
2019	Nissan	NISSAN	TITAN 4WD PRO-4X	Part-time 4-Wheel Drive	15	20	17	5.6	8	Auto(S7)	7	598	445	529
2019	FCA US LLC	RAM	1500 4X4	4-Wheel Drive	19	24	21	3.6	6	Auto(A8)	8	460	366	418
2019	FCA US LLC	RAM	1500 4X4	4-Wheel Drive	17	22	19	5.7	8	Auto(A8)	8	530	403	473
2019	FCA US LLC	RAM	1500 4X4	4-Wheel Drive	15	21	17	5.7	8	Auto(A8)	8	611	415	523
2019	FCA US LLC	RAM	1500 Classic 4X4	4-Wheel Drive	19	27	22	3.0	6	Auto(A8)	8	532	382	465
2019	FCA US LLC	RAM	1500 Classic 4X4	4-Wheel Drive	16	23	19	3.6	6	Auto(A8)	8	549	384	475
2019	FCA US LLC	RAM	1500 Classic 4X4	4-Wheel Drive	15	21	17	5.7	8	Auto(A8)	8	605	432	527
2019	Roush	"Roush Industries, Inc."	F150 Pickup 4WD	4-Wheel Drive	11	15	12	5.0	8	Auto(S10)	10	829	614	732
2019	Toyota	TOYOTA	TUNDRA 4WD	Part-time 4-Wheel Drive	14	18	16	4.6	8	Auto(S6)	6	630	494	569
2019	Toyota	TOYOTA	TUNDRA 4WD	Part-time 4-Wheel Drive	13	17	14	5.7	8	Auto(S6)	6	680	536	615
2019	Toyota	TOYOTA	TUNDRA 4WD FFV	Part-time 4-Wheel Drive	13	17	15	5.7	8	Auto(S6)	6	677	521	606
2019	Ford Motor Company	Ford	Transit T150 Wagon	"2-Wheel Drive, Rear"	15	19	16	3.5	6	Auto(S6)	6	610	481	552
2019	Ford Motor Company	Ford	Transit T150 Wagon	"2-Wheel Drive, Rear"	14	18	15	3.7	6	Auto(S6)	6	632	497	572
2019	Ford Motor Company	Ford	TRANSIT T150 WAGON FFV	"2-Wheel Drive, Rear"	14	18	15	3.7	6	Auto(S6)	6	632	498	572
2019	General Motors	Cadillac	XTS HEARSE	"2-Wheel Drive, Front"	15	21	17	3.6	6	Auto(S6)	6	604	419	521
2019	General Motors	Cadillac	XTS LIMO	"2-Wheel Drive, Front"	15	21	17	3.6	6	Auto(S6)	6	604	419	521
2019	Ford Motor Company	Ford	RANGER 2WD INCOMPLETE	"2-Wheel Drive, Rear"	19	18	18	2.3	4	Auto(S10)	10	477	493	484
2019	Ford Motor Company	Ford	TRANSIT CONNECT USPS	"2-Wheel Drive, Front"	20	27	22	2.5	4	Auto(S6)	6	449	333	397
2019	Ford Motor Company	Ford	Transit Connect Van 2WD	"2-Wheel Drive, Front"	24	27	25	2.0	4	Auto(S8)	8	370	331	353
2019	Ford Motor Company	Ford	Transit Connect Van 2WD	"2-Wheel Drive, Front"	20	27	22	2.5	4	Auto(S6)	6	449	332	396
2019	Ford Motor Company	Ford	TRANSIT CONNECT VAN FFV	"2-Wheel Drive, Front"	24	27	25	2.0	4	Auto(S8)	8	370	331	353
2019	Ford Motor Company	Ford	TRANSIT CONNECT WAGON LWB FFV	"2-Wheel Drive, Front"	24	29	26	2.0	4	Auto(S8)	8	374	307	344
2019	Ford Motor Company	Ford	Transit Connect Wagon LWB FWD	"2-Wheel Drive, Front"	24	29	26	2.0	4	Auto(S8)	8	374	307	344
2019	Ford Motor Company	Ford	Transit Connect Wagon LWB FWD	"2-Wheel Drive, Front"	20	26	22	2.5	4	Auto(S6)	6	455	342	404
2019	Mercedes-Benz	Mercedes-Benz	Metris (Cargo Van)	"2-Wheel Drive, Rear"	21	24	22	2.0	4	Auto(A7)	7	434	367	404
2019	Mercedes-Benz	Mercedes-Benz	"Metris (Cargo Van, LWB)"	"2-Wheel Drive, Rear"	21	24	22	2.0	4	Auto(A7)	7	426	365	398
2019	Mercedes-Benz	Mercedes-Benz	Metris (Passenger Van)	"2-Wheel Drive, Rear"	19	23	21	2.0	4	Auto(A7)	7	467	387	431
2019	Nissan	NISSAN	NV200 Cargo Van	"2-Wheel Drive, Front"	24	26	25	2.0	4	Auto(AV)	1	370	339	356
2019	Nissan	NISSAN	NV200 NYC Taxi	"2-Wheel Drive, Front"	23	26	24	2.0	4	Auto(AV)	1	390	335	366
2019	FCA US LLC	RAM	Promaster City	"2-Wheel Drive, Front"	21	28	24	2.4	4	Auto(A9)	9	424	313	374
2019	Ford Motor Company	Lincoln	MKT HEARSE AWD	All Wheel Drive	14	19	16	3.5	6	Auto(A6)	6	614	464	547
2019	Ford Motor Company	Lincoln	MKT LIMO AWD	All Wheel Drive	14	19	15	3.5	6	Auto(A6)	6	659	469	574
2019	Ford Motor Company	Lincoln	MKT LIVERY AWD	All Wheel Drive	16	23	18	3.7	6	Auto(A6)	6	546	389	491
2019	General Motors	Chevrolet	C10 SILVERADO 2WD CAB CHASSIS	"2-Wheel Drive, Rear"	15	19	17	4.3	6	Auto(A6)	6	594	468	523
2019	General Motors	Chevrolet	C10 SILVERADO 2WD CAB CHASSIS	"2-Wheel Drive, Rear"	14	19	16	5.3	8	Auto(A6)	6	635	467	555
2019	General Motors	Chevrolet	COLORADO CAB CHASSIS 2WD	"2-Wheel Drive, Rear"	15	15	15	3.6	6	Auto(A8)	8	584	584	572
2019	General Motors	Chevrolet	K10 SILVERADO 4WD CAB CHASSIS	4-Wheel Drive	14	17	15	4.3	6	Auto(A6)	6	614	523	592
2019	General Motors	Chevrolet	K10 SILVERADO 4WD CAB CHASSIS	4-Wheel Drive	14	17	15	5.3	8	Auto(A6)	6	635	523	593
2019	General Motors	GMC	C10 SIERRA 2WD CAB CHASSIS	"2-Wheel Drive, Rear"	15	19	17	4.3	6	Auto(A6)	6	594	468	523
2019	General Motors	GMC	C10 SIERRA 2WD CAB CHASSIS	"2-Wheel Drive, Rear"	14	19	16	5.3	8	Auto(A6)	6	635	467	555
2019	General Motors	GMC	CANYON CAB CHASSIS 2WD	"2-Wheel Drive, Rear"	15	15	15	3.6	6	Auto(A8)	8	584	584	572
2019	General Motors	GMC	K10 SIERRA 4WD CAB CHASSIS	4-Wheel Drive	14	17	15	4.3	6	Auto(A6)	6	614	523	592
2019	General Motors	GMC	K10 SIERRA 4WD CAB CHASSIS	4-Wheel Drive	14	17	15	5.3	8	Auto(A6)	6	635	523	593
2019	FCA US LLC	Chrysler	Pacifica	"2-Wheel Drive, Front"	19	28	22	3.6	6	Auto(A9)	9	469	317	401
2019	FCA US LLC	Chrysler	Pacifica	"2-Wheel Drive, Front"	18	28	22	3.6	6	Auto(A9)	9	495	320	416
2019	FCA US LLC	Dodge	Grand Caravan	"2-Wheel Drive, Front"	17	25	20	3.6	6	Auto(A6)	6	517	357	445
2019	FCA US LLC	Dodge	Grand Caravan	"2-Wheel Drive, Front"	17	25	20	3.6	6	Auto(A6)	6	517	357	445
2019	Honda	Honda	ODYSSEY FWD	"2-Wheel Drive, Front"	19	28	22	3.5	6	Auto(S10)	10	458	319	396
