Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Displacement	Cylinders	Transmission	Gears	CityCO2	HwyCO2	CombCO2
2019	Toyota	LEXUS	LS 500h AWD	All Wheel Drive	23	31	26	3.5	6	Auto(AV-S10)	10	388	289	343
2019	Toyota	LEXUS	UX 200	"2-Wheel Drive, Front"	29	37	33	2.0	4	Auto(AV-S10)	10	300	236	271
2019	Ford Motor Company	Lincoln	MKZ AWD	All Wheel Drive	20	29	23	2.0	4	Auto(S6)	6	448	311	386
2019	Ford Motor Company	Lincoln	MKZ AWD	All Wheel Drive	17	26	20	3.0	6	Auto(S6)	6	528	347	447
2019	Ford Motor Company	Lincoln	MKZ FWD	"2-Wheel Drive, Front"	20	31	24	2.0	4	Auto(S6)	6	442	289	373
2019	Ford Motor Company	Lincoln	MKZ FWD	"2-Wheel Drive, Front"	18	27	21	3.0	6	Auto(S6)	6	505	327	425
2019	Ford Motor Company	Lincoln	MKZ HYBRID FWD	"2-Wheel Drive, Front"	42	39	41	2.0	4	Auto(AV)	1	211	228	217
2019	Maserati	MASERATI	Ghibli  S RWD	"2-Wheel Drive, Rear"	16	24	19	3.0	6	Auto(A8)	8	557	374	475
2019	Maserati	MASERATI	Ghibli V6 Rear Wheel Drive (RWD)	"2-Wheel Drive, Rear"	17	24	19	3.0	6	Auto(A8)	8	533	371	460
2019	Maserati	MASERATI	Ghibli V6 SQ4 AWD	All Wheel Drive	16	24	19	3.0	6	Auto(A8)	8	555	375	474
2019	MAZDA	MAZDA	Mazda3 5-Door 2WD	"2-Wheel Drive, Front"	26	35	30	2.5	4	Auto(S6)	6	337	254	299
2019	MAZDA	MAZDA	Mazda3 5-Door 2WD	"2-Wheel Drive, Front"	25	35	29	2.5	4	Manual(M6)	6	347	250	303
2019	MAZDA	MAZDA	Mazda3 5-Door 4WD	4-Wheel Drive	24	32	27	2.5	4	Auto(S6)	6	369	278	328
2019	MAZDA	MAZDA	MAZDA6	"2-Wheel Drive, Front"	26	35	29	2.5	4	Auto(S6)	6	341	255	302
2019	MAZDA	MAZDA	MAZDA6	"2-Wheel Drive, Front"	23	31	26	2.5	4	Auto(S6)	6	377	283	335
2019	MAZDA	MAZDA	MAZDA6	"2-Wheel Drive, Front"	24	33	27	2.5	4	Manual(M6)	6	367	268	328
2019	Mercedes-Benz	Mercedes-Benz	AMG E 63 S 4MATIC	4-Wheel Drive	15	23	18	4.0	8	Auto(A9)	9	605	392	509
2019	Mercedes-Benz	Mercedes-Benz	AMG E53 4MATIC+	4-Wheel Drive	21	28	24	3.0	6	Auto(A9)	9	417	313	370
2019	Mercedes-Benz	Mercedes-Benz	E 300	"2-Wheel Drive, Rear"	21	30	25	2.0	4	Auto(A9)	9	411	291	357
2019	Mercedes-Benz	Mercedes-Benz	E 300 4MATIC	4-Wheel Drive	21	29	24	2.0	4	Auto(A9)	9	415	308	367
2019	Mercedes-Benz	Mercedes-Benz	E 450 4MATIC	4-Wheel Drive	20	28	23	3.0	6	Auto(A9)	9	449	322	392
2019	BMW	Mini	COOPER CLUBMAN	"2-Wheel Drive, Front"	24	32	27	1.5	3	Auto(S6)	6	365	275	324
2019	BMW	Mini	COOPER CLUBMAN	"2-Wheel Drive, Front"	24	33	28	1.5	3	Manual(M6)	6	365	266	321
2019	BMW	Mini	COOPER CLUBMAN ALL4	All Wheel Drive	23	31	26	1.5	3	Auto(S8)	8	385	288	341
2019	BMW	Mini	COOPER CLUBMAN ALL4	All Wheel Drive	22	32	26	1.5	3	Manual(M6)	6	396	279	344
2019	BMW	Mini	COOPER COUNTRYMAN	"2-Wheel Drive, Front"	24	32	27	1.5	3	Auto(S6)	6	365	275	324
2019	BMW	Mini	COOPER COUNTRYMAN	"2-Wheel Drive, Front"	24	33	28	1.5	3	Manual(M6)	6	365	266	321
2019	BMW	Mini	COOPER COUNTRYMAN ALL4	All Wheel Drive	23	30	25	1.5	3	Auto(S8)	8	387	297	347
2019	BMW	Mini	COOPER COUNTRYMAN ALL4	All Wheel Drive	22	32	26	1.5	3	Manual(M6)	6	396	279	344
2019	BMW	Mini	COOPER S CLUBMAN	"2-Wheel Drive, Front"	23	32	27	2.0	4	Auto(S8)	8	379	275	332
2019	BMW	Mini	COOPER S CLUBMAN	"2-Wheel Drive, Front"	22	31	25	2.0	4	Manual(M6)	6	401	287	350
2019	BMW	Mini	COOPER S CLUBMAN ALL4	All Wheel Drive	23	31	26	2.0	4	Auto(S8)	8	394	286	345
2019	BMW	Mini	COOPER S CLUBMAN ALL4	All Wheel Drive	21	30	24	2.0	4	Manual(M6)	6	428	290	366
2019	BMW	Mini	COOPER S COUNTRYMAN	"2-Wheel Drive, Front"	23	32	27	2.0	4	Auto(S8)	8	379	275	332
2019	BMW	Mini	COOPER S COUNTRYMAN ALL4	All Wheel Drive	22	31	26	2.0	4	Auto(S8)	8	395	287	346
2019	BMW	Mini	COOPER S COUNTRYMAN ALL4	All Wheel Drive	21	30	24	2.0	4	Manual(M6)	6	427	293	367
2019	BMW	Mini	JCW COUNTRYMAN ALL4	All Wheel Drive	22	30	25	2.0	4	Auto(S8)	8	401	296	354
2019	BMW	Mini	JCW COUNTRYMAN ALL4	All Wheel Drive	21	30	24	2.0	4	Manual(M6)	6	427	293	367
2019	BMW	Mini	JOHN COOPER WORKS CLUBMAN ALL4	All Wheel Drive	23	31	26	2.0	4	Auto(S8)	8	394	286	345
2019	BMW	Mini	JOHN COOPER WORKS CLUBMAN ALL4	All Wheel Drive	21	30	24	2.0	4	Manual(M6)	6	428	290	366
2019	Nissan	NISSAN	ALTIMA	"2-Wheel Drive, Front"	28	39	32	2.5	4	Auto(AV)	1	318	230	278
2019	Nissan	NISSAN	ALTIMA AWD	All Wheel Drive	26	36	30	2.5	4	Auto(AV)	1	342	248	300
2019	Nissan	NISSAN	ALTIMA AWD SR/PLATINUM	All Wheel Drive	25	35	29	2.5	4	Auto(AV)	1	356	254	307
2019	Nissan	NISSAN	ALTIMA SR/PLATINUM	"2-Wheel Drive, Front"	25	34	29	2.0	4	Auto(AV)	1	350	263	311
2019	Nissan	NISSAN	ALTIMA SR/PLATINUM	"2-Wheel Drive, Front"	27	37	31	2.5	4	Auto(AV)	1	324	243	288
2019	Nissan	NISSAN	Kicks	"2-Wheel Drive, Front"	31	36	33	1.6	4	Auto(AV)	1	290	248	271
2019	Nissan	NISSAN	MAXIMA	"2-Wheel Drive, Front"	20	30	24	3.5	6	Auto(AV-S7)	7	444	296	378
2019	Nissan	NISSAN	SENTRA	"2-Wheel Drive, Front"	27	33	29	1.6	4	Auto(AV-S7)	7	330	270	307
2019	Nissan	NISSAN	SENTRA	"2-Wheel Drive, Front"	29	37	32	1.8	4	Auto(AV)	1	309	240	278
2019	Nissan	NISSAN	SENTRA	"2-Wheel Drive, Front"	27	35	30	1.8	4	Manual(M6)	6	333	254	297
2019	Nissan	NISSAN	SENTRA NISMO	"2-Wheel Drive, Front"	25	30	27	1.6	4	Auto(AV-S7)	7	356	297	330
2019	Nissan	NISSAN	SENTRA NISMO	"2-Wheel Drive, Front"	25	31	27	1.6	4	Manual(M6)	6	356	287	330
2019	Rolls-Royce	Rolls-Royce Motor Cars Limited	Wraith	"2-Wheel Drive, Rear"	12	18	14	6.6	12	Auto(S8)	8	738	485	624
2019	Subaru	Subaru	IMPREZA 4-Door	All Wheel Drive	28	38	32	2.0	4	Auto(AV-S7)	7	319	236	282
2019	Subaru	Subaru	IMPREZA 4-Door	All Wheel Drive	24	32	27	2.0	4	Manual(M5)	5	373	281	331
2019	Subaru	Subaru	IMPREZA 4-Door SPORT	All Wheel Drive	27	36	30	2.0	4	Auto(AV-S7)	7	326	247	291
2019	Subaru	Subaru	IMPREZA 4-Door SPORT	All Wheel Drive	23	31	26	2.0	4	Manual(M5)	5	379	287	337
2019	Subaru	Subaru	LEGACY	All Wheel Drive	25	34	29	2.5	4	Auto(AV-S7)	7	350	263	311
2019	Subaru	Subaru	LEGACY	All Wheel Drive	20	28	23	3.6	6	Auto(AV-S6)	6	448	313	387
2019	Toyota	TOYOTA	AVALON	"2-Wheel Drive, Front"	22	31	25	3.5	6	Auto(S8)	8	410	286	354
2019	Toyota	TOYOTA	AVALON HYBRID	"2-Wheel Drive, Front"	43	43	43	2.5	4	Auto(AV-S6)	6	203	203	203
2019	Toyota	TOYOTA	AVALON HYBRID XLE	"2-Wheel Drive, Front"	43	44	44	2.5	4	Auto(AV-S6)	6	205	197	201
2019	Toyota	TOYOTA	AVALON XLE	"2-Wheel Drive, Front"	22	32	26	3.5	6	Auto(S8)	8	397	272	341
2019	Toyota	TOYOTA	CAMRY	"2-Wheel Drive, Front"	29	41	34	2.5	4	Auto(S8)	8	305	213	264
2019	Toyota	TOYOTA	CAMRY	"2-Wheel Drive, Front"	22	33	26	3.5	6	Auto(S8)	8	395	268	338
2019	Toyota	TOYOTA	CAMRY HYBRID LE	"2-Wheel Drive, Front"	51	53	52	2.5	4	Auto(AV-S6)	6	173	167	170
2019	Toyota	TOYOTA	CAMRY HYBRID XLE/SE	"2-Wheel Drive, Front"	44	47	46	2.5	4	Auto(AV-S6)	6	200	189	195
2019	Toyota	TOYOTA	CAMRY LE/SE	"2-Wheel Drive, Front"	28	39	32	2.5	4	Auto(S8)	8	318	228	278
2019	Toyota	TOYOTA	CAMRY XLE/XSE	"2-Wheel Drive, Front"	28	39	32	2.5	4	Auto(S8)	8	314	225	274
2019	Toyota	TOYOTA	CAMRY XSE	"2-Wheel Drive, Front"	22	32	26	3.5	6	Auto(S8)	8	401	277	345
2019	Toyota	TOYOTA	COROLLA	"2-Wheel Drive, Front"	28	36	32	1.8	4	Auto(AV)	1	311	243	281
2019	Toyota	TOYOTA	COROLLA	"2-Wheel Drive, Front"	28	35	31	1.8	4	Auto(AV-S7)	7	315	251	286
2019	Toyota	TOYOTA	COROLLA	"2-Wheel Drive, Front"	27	35	30	1.8	4	Manual(M6)	6	321	249	289
2019	Toyota	TOYOTA	COROLLA LE ECO	"2-Wheel Drive, Front"	30	40	34	1.8	4	Auto(AV)	1	295	224	263
2019	Toyota	TOYOTA	COROLLA LE ECO	"2-Wheel Drive, Front"	29	38	33	1.8	4	Auto(AV)	1	300	235	271
2019	Toyota	TOYOTA	PRIUS	"2-Wheel Drive, Front"	54	50	52	1.8	4	Auto(AV)	1	163	178	170
2019	Toyota	TOYOTA	PRIUS AWD	Part-time 4-Wheel Drive	52	48	50	1.8	4	Auto(AV)	1	169	183	176
2019	Toyota	TOYOTA	PRIUS Eco	"2-Wheel Drive, Front"	58	53	56	1.8	4	Auto(AV)	1	152	166	158
2019	Volkswagen Group of	Volkswagen	Passat	"2-Wheel Drive, Front"	25	36	29	2.0	4	Auto(S6)	6	349	245	302
2019	Volvo	"Volvo Cars of North America, LLC"	S90 AWD	All Wheel Drive	21	31	25	2.0	4	Auto(S8)	8	422	282	359
2019	Volvo	"Volvo Cars of North America, LLC"	S90 AWD	All Wheel Drive	22	31	26	2.0	4	Auto(S8)	8	397	281	345
2019	Volvo	"Volvo Cars of North America, LLC"	S90 FWD	"2-Wheel Drive, Front"	23	35	27	2.0	4	Auto(S8)	8	385	253	328
2019	Volkswagen Group of	Audi	A8L	All Wheel Drive	19	27	22	3.0	6	Auto(S8)	8	470	325	405
2019	Volkswagen Group of	Audi	A8L	All Wheel Drive	15	23	18	4.0	8	Auto(S8)	8	580	391	495
2019	BMW	BMW	330i xDrive Gran Turismo	All Wheel Drive	23	33	27	2.0	4	Auto(S8)	8	381	270	331
2019	BMW	BMW	340i xDrive Gran Turismo	All Wheel Drive	20	29	23	3.0	6	Auto(S8)	8	445	307	383
2019	BMW	BMW	640i xDrive Gran Turismo	All Wheel Drive	20	28	23	3.0	6	Auto(S8)	8	447	315	388
2019	BMW	BMW	740i	"2-Wheel Drive, Rear"	21	29	24	3.0	6	Auto(S8)	8	427	303	371
2019	BMW	BMW	740i xDrive	All Wheel Drive	20	29	23	3.0	6	Auto(S8)	8	445	307	383
2019	BMW	BMW	750i	"2-Wheel Drive, Rear"	18	26	21	4.4	8	Auto(S8)	8	505	343	432
2019	BMW	BMW	750i xDrive	All Wheel Drive	17	25	20	4.4	8	Auto(S8)	8	519	362	448
2019	BMW	BMW	Alpina B7 xDrive	All Wheel Drive	17	25	20	4.4	8	Auto(S8)	8	519	362	448
2019	BMW	BMW	M760i xDrive	All Wheel Drive	13	20	16	6.6	12	Auto(S8)	8	669	451	571
2019	BMW	BMW	X1 sDrive28i	"2-Wheel Drive, Front"	23	32	26	2.0	4	Auto(S8)	8	386	275	336
2019	BMW	BMW	X1 xDrive28i	All Wheel Drive	22	31	25	2.0	4	Auto(S8)	8	403	284	349
2019	General Motors	Cadillac	CT6	"2-Wheel Drive, Rear"	24	34	28	2.0	4	Auto(S10)	10	370	260	317
2019	General Motors	Cadillac	CT6 AWD	All Wheel Drive	18	26	21	3.0	6	Auto(S10)	10	498	346	429
2019	General Motors	Cadillac	CT6 AWD	All Wheel Drive	18	27	21	3.6	6	Auto(S10)	10	491	332	420
2019	General Motors	Cadillac	CT6 AWD	All Wheel Drive	14	25	17	4.2	8	Auto(S10)	10	654	358	521
2019	General Motors	Cadillac	XTS	"2-Wheel Drive, Front"	19	28	22	3.6	6	Auto(S6)	6	478	323	408
2019	General Motors	Cadillac	XTS AWD	All Wheel Drive	17	26	20	3.6	6	Auto(S6)	6	523	338	444
2019	General Motors	Cadillac	XTS AWD	All Wheel Drive	16	23	18	3.6	6	Auto(S6)	6	569	384	486
2019	General Motors	Chevrolet	IMPALA	"2-Wheel Drive, Front"	22	29	25	2.5	4	Auto(S6)	6	410	303	362
2019	General Motors	Chevrolet	IMPALA	"2-Wheel Drive, Front"	19	28	22	3.6	6	Auto(S6)	6	475	321	406
2019	General Motors	Chevrolet	IMPALA	"2-Wheel Drive, Front"	18	28	22	3.6	6	Auto(S6)	6	482	321	409
2019	FCA US LLC	Chrysler	300	"2-Wheel Drive, Rear"	19	30	23	3.6	6	Auto(A8)	8	466	295	389
2019	FCA US LLC	Chrysler	300	"2-Wheel Drive, Rear"	19	30	23	3.6	6	Auto(A8)	8	466	295	389
2019	FCA US LLC	Chrysler	300	"2-Wheel Drive, Rear"	16	25	19	5.7	8	Auto(A8)	8	556	355	466
2019	FCA US LLC	Chrysler	300 AWD	All Wheel Drive	18	27	21	3.6	6	Auto(A8)	8	484	330	415
2019	FCA US LLC	Chrysler	300 AWD	All Wheel Drive	18	27	21	3.6	6	Auto(A8)	8	484	330	415
2019	FCA US LLC	Dodge	Charger	"2-Wheel Drive, Rear"	19	30	23	3.6	6	Auto(A8)	8	466	295	389
2019	FCA US LLC	Dodge	Charger	"2-Wheel Drive, Rear"	19	30	23	3.6	6	Auto(A8)	8	466	295	389
2019	FCA US LLC	Dodge	Charger	"2-Wheel Drive, Rear"	16	25	19	5.7	8	Auto(A8)	8	556	355	466
2019	FCA US LLC	Dodge	Charger	"2-Wheel Drive, Rear"	15	24	18	6.4	8	Auto(A8)	8	607	365	498
2019	FCA US LLC	Dodge	Charger AWD	All Wheel Drive	18	27	21	3.6	6	Auto(A8)	8	484	330	415
2019	FCA US LLC	Dodge	Charger SRT	"2-Wheel Drive, Rear"	13	22	16	6.2	8	Auto(A8)	8	663	403	546
2019	Ford Motor Company	Ford	TAURUS AWD	All Wheel Drive	17	24	19	3.5	6	Auto(S6)	6	529	371	468
2019	Ford Motor Company	Ford	TAURUS AWD	All Wheel Drive	16	24	19	3.5	6	Auto(S6)	6	547	378	471
2019	Ford Motor Company	Ford	TAURUS AWD FFV	All Wheel Drive	17	24	19	3.5	6	Auto(S6)	6	529	371	468
2019	Ford Motor Company	Ford	TAURUS FWD	"2-Wheel Drive, Front"	18	26	21	3.5	6	Auto(S6)	6	500	339	428
2019	Ford Motor Company	Ford	TAURUS FWD FFV	"2-Wheel Drive, Front"	18	26	21	3.5	6	Auto(S6)	6	500	339	428
2019	Hyundai	GENESIS	G80 AWD	All Wheel Drive	17	24	20	3.3	6	Auto(S8)	8	522	369	453
2019	Hyundai	GENESIS	G80 AWD	All Wheel Drive	18	24	20	3.8	6	Auto(S8)	8	507	368	445
2019	Hyundai	GENESIS	G80 AWD	All Wheel Drive	15	23	18	5.0	8	Auto(S8)	8	592	393	503
2019	Hyundai	GENESIS	G80 RWD	"2-Wheel Drive, Rear"	17	25	20	3.3	6	Auto(S8)	8	514	355	442
2019	Hyundai	GENESIS	G80 RWD	"2-Wheel Drive, Rear"	18	26	21	3.8	6	Auto(S8)	8	486	346	423
2019	Hyundai	GENESIS	G80 RWD	"2-Wheel Drive, Rear"	16	24	19	5.0	8	Auto(S8)	8	562	368	474
2019	Hyundai	GENESIS	G90 AWD	All Wheel Drive	17	24	20	3.3	6	Auto(S8)	8	515	366	448
2019	Hyundai	GENESIS	G90 AWD	All Wheel Drive	15	23	18	5.0	8	Auto(S8)	8	578	388	493
2019	Hyundai	GENESIS	G90 RWD	"2-Wheel Drive, Rear"	17	24	20	3.3	6	Auto(S8)	8	519	375	454
2019	Hyundai	GENESIS	G90 RWD	"2-Wheel Drive, Rear"	16	24	19	5.0	8	Auto(S8)	8	569	377	482
2019	Honda	Honda	ACCORD	"2-Wheel Drive, Front"	30	38	33	1.5	4	Auto(AV)	1	294	232	266
2019	Honda	Honda	ACCORD	"2-Wheel Drive, Front"	29	35	31	1.5	4	Auto(AV-S7)	7	308	251	282
2019	Honda	Honda	ACCORD	"2-Wheel Drive, Front"	26	35	30	1.5	4	Manual(M6)	6	337	251	298
2019	Honda	Honda	ACCORD	"2-Wheel Drive, Front"	23	34	27	2.0	4	Auto(A10)	10	387	261	330
2019	Honda	Honda	ACCORD	"2-Wheel Drive, Front"	48	48	48	2.0	4	Auto(AV)	1	184	183	184
2019	Honda	Honda	ACCORD	"2-Wheel Drive, Front"	22	32	26	2.0	4	Manual(M6)	6	401	274	344
2019	Honda	Honda	CIVIC 5Dr	"2-Wheel Drive, Front"	31	40	34	1.5	4	Auto(AV)	1	288	224	259
2019	Honda	Honda	CIVIC 5Dr	"2-Wheel Drive, Front"	30	36	32	1.5	4	Auto(AV-S7)	7	296	246	274
2019	Honda	Honda	CIVIC 5Dr	"2-Wheel Drive, Front"	29	38	33	1.5	4	Manual(M6)	6	301	234	271
2019	Honda	Honda	CIVIC 5Dr	"2-Wheel Drive, Front"	22	28	25	2.0	4	Manual(M6)	6	398	314	360
2019	Hyundai	HYUNDAI MOTOR COMPANY	Elantra GT	"2-Wheel Drive, Front"	25	32	28	1.6	4	Auto(AM7)	7	359	277	322
2019	Hyundai	HYUNDAI MOTOR COMPANY	Elantra GT	"2-Wheel Drive, Front"	23	30	26	1.6	4	Manual(M6)	6	393	301	352
2019	Hyundai	HYUNDAI MOTOR COMPANY	Elantra GT	"2-Wheel Drive, Front"	25	32	27	2.0	4	Auto(S6)	6	367	278	327
2019	Hyundai	HYUNDAI MOTOR COMPANY	Ioniq	"2-Wheel Drive, Front"	55	54	55	1.6	4	Auto(AM6)	6	163	164	163
2019	Hyundai	HYUNDAI MOTOR COMPANY	Ioniq Blue	"2-Wheel Drive, Front"	57	59	58	1.6	4	Auto(AM6)	6	157	150	154
2019	Hyundai	HYUNDAI MOTOR COMPANY	Sonata	"2-Wheel Drive, Front"	28	37	31	1.6	4	Auto(AM7)	7	320	241	284
2019	Hyundai	HYUNDAI MOTOR COMPANY	Sonata	"2-Wheel Drive, Front"	23	32	26	2.0	4	Auto(S8)	8	391	281	342
2019	Hyundai	HYUNDAI MOTOR COMPANY	Sonata	"2-Wheel Drive, Front"	25	33	28	2.4	4	Auto(S6)	6	357	273	319
2019	Hyundai	HYUNDAI MOTOR COMPANY	Sonata SE	"2-Wheel Drive, Front"	26	35	29	2.4	4	Auto(S6)	6	346	256	306
2019	Jaguar Land Rover L	Jaguar	XJ	"2-Wheel Drive, Rear"	18	27	21	3.0	6	Auto(S8)	8	486	329	416
2019	Jaguar Land Rover L	Jaguar	XJ	"2-Wheel Drive, Rear"	15	23	18	5.0	8	Auto(S8)	8	597	389	503
2019	Jaguar Land Rover L	Jaguar	XJ AWD	All Wheel Drive	17	26	20	3.0	6	Auto(S8)	8	529	341	444
2019	Jaguar Land Rover L	Jaguar	XJL	"2-Wheel Drive, Rear"	18	27	21	3.0	6	Auto(S8)	8	490	331	418
2019	Jaguar Land Rover L	Jaguar	XJL	"2-Wheel Drive, Rear"	15	23	18	5.0	8	Auto(S8)	8	597	389	503
2019	Jaguar Land Rover L	Jaguar	XJL AWD	All Wheel Drive	17	25	20	3.0	6	Auto(S8)	8	529	353	450
2019	Kia	KIA MOTORS CORPORATION	Cadenza	"2-Wheel Drive, Front"	20	27	23	3.3	6	Auto(S8)	8	438	322	386
2019	Kia	KIA MOTORS CORPORATION	K900	All Wheel Drive	18	25	21	3.3	6	Auto(S8)	8	490	358	431
2019	Kia	KIA MOTORS CORPORATION	Optima	"2-Wheel Drive, Front"	27	37	31	1.6	4	Auto(AM7)	7	330	246	292
2019	Kia	KIA MOTORS CORPORATION	Optima	"2-Wheel Drive, Front"	21	30	24	2.0	4	Auto(S6)	6	426	303	371
2019	Kia	KIA MOTORS CORPORATION	Optima	"2-Wheel Drive, Front"	24	33	27	2.4	4	Auto(S6)	6	369	276	327
2019	Kia	KIA MOTORS CORPORATION	Optima FE	"2-Wheel Drive, Front"	25	35	29	2.4	4	Auto(S6)	6	372	268	325
2019	Ford Motor Company	Lincoln	CONTINENTAL AWD	All Wheel Drive	17	25	20	2.7	6	Auto(S6)	6	526	356	449
2019	Ford Motor Company	Lincoln	CONTINENTAL AWD	All Wheel Drive	16	24	19	3.0	6	Auto(S6)	6	547	370	467
2019	Ford Motor Company	Lincoln	CONTINENTAL AWD	All Wheel Drive	16	24	19	3.7	6	Auto(S6)	6	541	369	463
2019	Ford Motor Company	Lincoln	CONTINENTAL FWD	"2-Wheel Drive, Front"	18	27	21	2.7	6	Auto(S6)	6	502	329	424
2019	Ford Motor Company	Lincoln	CONTINENTAL FWD	"2-Wheel Drive, Front"	17	26	20	3.7	6	Auto(S6)	6	519	344	440
2019	Maserati	MASERATI	QUATTROPORTE S	"2-Wheel Drive, Rear"	16	23	18	3.0	6	Auto(A8)	8	558	387	481
2019	Maserati	MASERATI	QUATTROPORTE SQ4 V6	All Wheel Drive	16	23	18	3.0	6	Auto(A8)	8	564	387	484
2019	Maserati	MASERATI	QUATTROPORTE V8	"2-Wheel Drive, Rear"	15	22	17	3.8	8	Auto(A8)	8	606	408	517
2019	Mercedes-Benz	Mercedes-Benz	AMG S 63 4MATIC	4-Wheel Drive	17	26	20	4.0	8	Auto(A9)	9	531	335	443
2019	Mercedes-Benz	Mercedes-Benz	AMG S 65	"2-Wheel Drive, Rear"	13	22	16	6.0	12	Auto(A7)	7	706	412	574
2019	Mercedes-Benz	Mercedes-Benz	Maybach S 650	"2-Wheel Drive, Rear"	13	21	16	6.0	12	Auto(A7)	7	695	421	572
2019	Mercedes-Benz	Mercedes-Benz	S 450	"2-Wheel Drive, Rear"	19	28	22	3.0	6	Auto(A9)	9	474	317	403
2019	Mercedes-Benz	Mercedes-Benz	S 450 4MATIC	4-Wheel Drive	18	28	22	3.0	6	Auto(A9)	9	481	318	408
2019	Mercedes-Benz	Mercedes-Benz	S 560	"2-Wheel Drive, Front"	17	27	21	4.0	8	Auto(A9)	9	519	322	430
2019	Mercedes-Benz	Mercedes-Benz	S 560 4MATIC	4-Wheel Drive	17	27	21	4.0	8	Auto(A9)	9	509	325	426
2019	Mercedes-Benz	Mercedes-Benz	S 560 4MATIC Maybach	4-Wheel Drive	16	25	19	4.0	8	Auto(A9)	9	539	353	455
2019	Porsche	Porsche	Panamera	"2-Wheel Drive, Rear"	19	27	22	3.0	6	Auto(AM-S8)	8	465	326	401
2019	Porsche	Porsche	Panamera 4	4-Wheel Drive	19	26	22	3.0	6	Auto(AM-S8)	8	464	338	407
2019	Porsche	Porsche	Panamera 4 Executive	4-Wheel Drive	19	26	22	3.0	6	Auto(AM-S8)	8	464	338	407
2019	Porsche	Porsche	Panamera 4 ST	4-Wheel Drive	19	26	22	3.0	6	Auto(AM-S8)	8	457	336	403
2019	Porsche	Porsche	Panamera 4S	4-Wheel Drive	18	26	21	2.9	6	Auto(AM-S8)	8	490	333	419
2019	Porsche	Porsche	Panamera 4S Executive	4-Wheel Drive	18	26	21	2.9	6	Auto(AM-S8)	8	490	333	419
2019	Porsche	Porsche	Panamera 4S ST	4-Wheel Drive	18	24	20	2.9	6	Auto(AM-S8)	8	488	367	440
2019	Porsche	Porsche	Panamera GTS	All Wheel Drive	16	23	19	4.0	8	Auto(AM-S8)	8	546	386	474
2019	Porsche	Porsche	Panamera GTS ST	All Wheel Drive	15	22	18	4.0	8	Auto(AM-S8)	8	591	396	503
2019	Porsche	Porsche	Panamera Turbo	All Wheel Drive	18	25	21	4.0	8	Auto(AM-S8)	8	481	346	420
2019	Porsche	Porsche	Panamera Turbo Executive	All Wheel Drive	18	25	21	4.0	8	Auto(AM-S8)	8	481	346	420
2019	Porsche	Porsche	Panamera Turbo ST	All Wheel Drive	18	23	20	4.0	8	Auto(AM-S8)	8	504	380	449
2019	Rolls-Royce	Rolls-Royce Motor Cars Limited	Ghost	"2-Wheel Drive, Rear"	12	18	14	6.6	12	Auto(S8)	8	760	486	637
2019	Rolls-Royce	Rolls-Royce Motor Cars Limited	Ghost EWB	"2-Wheel Drive, Rear"	12	18	14	6.6	12	Auto(S8)	8	760	486	637
2019	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom	"2-Wheel Drive, Rear"	12	20	14	6.7	12	Auto(S8)	8	755	445	615
2019	Rolls-Royce	Rolls-Royce Motor Cars Limited	Phantom EWB	"2-Wheel Drive, Rear"	12	20	14	6.7	12	Auto(S8)	8	755	445	615
2019	Volkswagen Group of	Volkswagen	Arteon	"2-Wheel Drive, Front"	22	31	25	2.0	4	Auto(S8)	8	405	283	350
2019	Volkswagen Group of	Volkswagen	Arteon 4Motion	All Wheel Drive	20	27	23	2.0	4	Auto(S8)	8	451	322	393
2019	Volkswagen Group of	Audi	A4 allroad quattro	All Wheel Drive	22	29	25	2.0	4	Auto(AM-S7)	7	402	301	356
2019	BMW	BMW	330i xDrive Sports Wagon	All Wheel Drive	23	33	27	2.0	4	Auto(S8)	8	381	270	331
2019	General Motors	Buick	REGAL TOUR X AWD	All Wheel Drive	21	29	24	2.0	4	Auto(S8)	8	416	303	365
2019	General Motors	Chevrolet	SONIC 5	"2-Wheel Drive, Front"	26	34	29	1.4	4	Auto(S6)	6	347	261	308
2019	General Motors	Chevrolet	SONIC 5	"2-Wheel Drive, Front"	26	35	29	1.4	4	Manual(M6)	6	343	251	301
2019	FCA US LLC	FIAT	500L	"2-Wheel Drive, Front"	22	30	25	1.4	4	Auto(A6)	6	403	299	356
2019	Honda	Honda	FIT	"2-Wheel Drive, Front"	33	40	36	1.5	4	Auto(AV)	1	267	221	246
2019	Honda	Honda	FIT	"2-Wheel Drive, Front"	31	36	33	1.5	4	Auto(AV-S7)	7	285	244	267
2019	Honda	Honda	FIT	"2-Wheel Drive, Front"	29	36	31	1.5	4	Manual(M6)	6	308	249	281
2019	Honda	Honda	HR-V AWD	4-Wheel Drive	27	31	29	1.8	4	Auto(AV)	1	335	283	311
2019	Honda	Honda	HR-V AWD	4-Wheel Drive	26	31	28	1.8	4	Auto(AV-S7)	7	336	286	314
2019	Honda	Honda	HR-V FWD	"2-Wheel Drive, Front"	28	34	30	1.8	4	Auto(AV)	1	315	264	292
2019	Honda	Honda	HR-V FWD	"2-Wheel Drive, Front"	28	34	30	1.8	4	Auto(AV-S7)	7	315	264	292
